ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000586.SZ,2026-04-03,18.87,18.87,18.87,18.87,17.15,1.72,10.0292,41782.68,78843.917
000586.SZ,2026-04-02,15.59,17.15,15.59,17.15,15.59,1.56,10.0064,134934.25,228227.691
000586.SZ,2026-04-01,15.85,15.93,15.37,15.59,15.47,0.12,0.7757,72913.89,113690.253
000586.SZ,2026-03-31,15.71,15.77,15.08,15.47,15.74,-0.27,-1.7154,86285.0,133356.062
000586.SZ,2026-03-30,14.76,15.78,14.63,15.74,15.02,0.72,4.7936,108487.0,168196.401
000586.SZ,2026-03-27,14.67,15.13,14.55,15.02,14.8,0.22,1.4865,60297.0,89890.418
000586.SZ,2026-03-26,15.01,15.25,14.57,14.8,15.05,-0.25,-1.6611,61337.0,91064.439
000586.SZ,2026-03-25,14.61,15.37,14.61,15.05,14.48,0.57,3.9365,91259.0,137719.734
000586.SZ,2026-03-24,14.0,14.49,13.68,14.48,13.69,0.79,5.7706,86036.94,120909.625
000586.SZ,2026-03-23,14.48,14.58,13.56,13.69,14.77,-1.08,-7.3121,105943.0,149086.002
000586.SZ,2026-03-20,15.22,15.99,14.71,14.77,14.95,-0.18,-1.204,110229.05,168516.697
000586.SZ,2026-03-19,15.21,15.41,14.82,14.95,15.38,-0.43,-2.7958,73011.0,110173.452
000586.SZ,2026-03-18,15.13,15.42,14.91,15.38,14.99,0.39,2.6017,64063.01,97396.171
000586.SZ,2026-03-17,15.8,15.85,14.94,14.99,15.75,-0.76,-4.8254,80394.0,122250.385
000586.SZ,2026-03-16,15.7,15.96,15.38,15.75,15.82,-0.07,-0.4425,64972.0,101499.093
000586.SZ,2026-03-13,15.62,16.32,15.58,15.82,15.82,0.0,0.0,89554.0,142754.097
000586.SZ,2026-03-12,16.19,16.49,15.71,15.82,16.29,-0.47,-2.8852,90285.01,144447.64
000586.SZ,2026-03-11,16.6,17.0,16.09,16.29,16.68,-0.39,-2.3381,180088.0,296857.702
000586.SZ,2026-03-10,15.8,16.88,15.8,16.68,15.7,0.98,6.242,122869.41,202211.565
000586.SZ,2026-03-09,15.63,15.88,15.18,15.7,15.89,-0.19,-1.1957,82932.0,127957.425
000586.SZ,2026-03-06,15.49,16.08,15.41,15.89,15.61,0.28,1.7937,75488.01,119387.424
000586.SZ,2026-03-05,15.67,15.84,15.5,15.61,15.48,0.13,0.8398,73234.63,114808.183
000586.SZ,2026-03-04,15.0,15.88,14.85,15.48,15.2,0.28,1.8421,100884.54,156181.715
